,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0,415900812.531706,328972552.4272585,491761770.7411015,246462018.40648735,398251978.94264966,397950646.8370072,381973977.5389529,379417910.43637556,322141671.5846015,353429707.2000509,304979721.55217576,463047695.39396393,291408998.9156912,403238546.9547135,432210802.175877,298268862.4230392,423576579.85618454,394490383.2622077,480257686.3970197,322600901.86302555,315241904.2606124,326174598.71366066,447648323.7926971,315793818.4733315,469661812.3321733,346572644.10941994,346955274.7121302,405865169.6462053,305070276.41319525,353828784.33457017,396981933.99046534,411366529.6017712,339325000.88007385,444564790.8022564,378147513.96139765,262379305.95860857,277615158.0472688,360672941.8569864,501975794.407187,334582037.30499464,287353252.9017378,225106150.10757548,357098025.8018518,401343614.7776075,333869676.8460458,358512517.13090235,283660208.8122818,438211799.3844066,346086617.0469423,344667985.64718235,343004725.14619446,325426736.0117265,322797403.44381225,121600271.86979535,304637365.2449677,341581603.27652055,373359217.87765783,215639432.1967096,300193836.37178004,293922678.5469361,349599335.97435534,353406848.5544757,534688176.833027,466566825.18623364,314773797.9126052,311257699.8360973,331602215.4066443,298371497.8108579,380429238.5618237,332341625.2953173,326997093.1933252,416418324.60576385,463413890.61439824,132862488.00897285,325234051.5419181,299998059.0833926,292760567.4056512,306570921.30584705,379001547.8216768,363702711.32768863,498236897.4048116,406472774.11623806,283508811.66066027,501673606.38909805,346003946.5072427,374842804.6205444,343971182.13037324,287387881.14489293,384267056.29466474,392580488.65957344,386879554.58200276,339209243.811897,363589263.2345261,292452601.2417028,330573333.65138906,441613622.5994104,397953738.5468784,305269781.4883557,289949192.7764929,371729120.8276917,400886817.5895059,455326763.5906776,366092254.11886257,423974568.87209284,378036213.2991522,368264196.95897245,346463168.96072036,490903687.5697184,424515994.5527402,303309795.7186728,419735262.8917788,332176981.9940659,296536108.1830226,325960602.14145446,277664307.9880668,370196860.5643172,318108422.1360907,308942822.06413645,392958421.06623983,419942606.5547377,335496107.0258946,396662104.3970046,291064589.6400818,369661975.85096663,410621991.5613441,111966025.33360636,381086933.2409617,347002532.4563096,307650139.1739787,306186679.70823634,361877036.5814438,470891380.3234001,422311175.3335495,293950887.52026135,433589394.1643044,358896491.91032845,336153390.867349,407444478.9086366,388135397.2318595,406477344.87083185,337091591.4259607,519570883.7471063,340200345.1195991,418550543.4977323,296880065.6671479,248273551.55514818,270415120.6697116,484825307.8379532,328886484.5051156,297763825.5668686,370252928.24086595,389491755.9617005,466667779.13053095,334405721.7673288,360097250.2785942,534475791.30894434,357541805.1319418,451099393.5109861,222661156.5102041,445502975.7149129,325978921.07729936,419662596.09519064,236687401.49831015,385412021.974798,345821076.76495486,345343381.1391997,558245947.4422545,303404246.4563981,377066351.1530758,360065225.4321344,470942422.6245727,379246204.82407975,340617469.653311,328927989.563239,453321400.37382257,335465439.002271,291053298.40989256,440322466.5104379,288866912.723908,348132135.1254037,344794504.3586357,413022676.7898035,303641552.1010391,308811916.0408408,481941814.31349367,411348900.8044443,355593674.0093466,374626317.84819186,348101092.8136346,368046996.03150314,329291025.00774163,279780426.91849613,311008474.86110944,482432199.66364807,385993307.3752903,314093753.95746976,258432519.67752594,410339141.2666004,396212538.1154128,342786841.84174454
